8.591207, 1.187500, 16.062500, 2.812500, -0.104004, -0.575195, 0.794434
8.612642, 4.687500, 11.500000, 4.375000, -0.090820, -0.588379, 0.786133
8.634563, -0.437500, 8.312500, 4.500000, -0.077148, -0.594727, 0.808594
8.656035, -18.250000, -0.562500, 6.187500, -0.076172, -0.566895, 0.833496
8.677691, -33.875000, -19.812500, 3.812500, -0.008789, -0.545898, 0.836914
8.698761, -56.437500, -20.812500, -4.062500, 0.028809, -0.551270, 0.854492
8.719809, -37.562500, -20.750000, 0.312500, 0.036621, -0.684570, 0.857422
8.741330, 0.875000, -21.812500, -0.812500, 0.066406, -0.698730, 0.815918
8.763369, 16.500000, -24.062500, -9.812500, 0.191895, -0.568848, 0.829102
8.784844, 9.250000, -23.937500, -3.312500, 0.228516, -0.610840, 0.827148
8.807027, 14.562500, -34.375000, 2.125000, 0.122559, -0.518066, 0.763184
8.828614, 14.562500, -34.375000, 2.125000, 0.122559, -0.518066, 0.763184
8.850633, -18.812500, -55.750000, 13.562500, 0.149902, -0.753418, 0.763672
8.872163, 4.312500, -48.562500, 15.187500, 0.266113, -0.815430, 0.776855
8.894197, 29.125000, -48.125000, 16.937500, 0.155273, -0.653809, 0.735840
8.916067, 24.562500, -55.937500, 14.750000, 0.096680, -0.533691, 0.732422
8.938343, -4.375000, -58.750000, 13.937500, 0.121582, -0.586914, 0.724609
8.960368, -13.750000, -52.000000, 13.875000, 0.141113, -0.727539, 0.798340
8.982803, 9.562500, -27.937500, 16.125000, 0.123535, -0.707520, 0.807617
9.004874, 20.812500, -14.937500, 12.437500, -0.062012, -0.554688, 0.727051
9.028370, 1.562500, -7.937500, 2.375000, -0.083984, -0.572266, 0.749512
9.050358, -3.125000, 8.125000, -5.062500, -0.096680, -0.564941, 0.783203
9.072133, 5.187500, 8.000000, -2.437500, -0.147949, -0.605957, 0.781250
9.093640, -15.500000, 19.375000, -3.375000, -0.159668, -0.567871, 0.873047
9.115503, -5.937500, 29.875000, -7.875000, -0.158691, -0.601562, 0.816895
