2.689456, 18.250000, 34.687500, 3.375000, -0.134277, -0.514160, 0.982422, 0.068604, -0.276672, 0.827637
2.711419, 10.437500, 16.062500, -19.000000, -0.241211, -0.345215, 0.809570, 0.064514, -0.275452, 0.830017
2.733961, -41.812500, -2.187500, -23.625000, -0.102051, -0.611816, 0.715820, 0.070618, -0.282166, 0.829712
2.755979, 7.875000, -11.562500, -28.687500, 0.085938, -0.634277, 0.797363, 0.075928, -0.279541, 0.832581
2.777994, 38.062500, -26.500000, -33.187500, -0.101074, -0.305176, 0.647949, 0.077637, -0.270569, 0.836975
2.800008, -23.937500, -35.250000, -24.812500, 0.004395, -0.424316, 0.822266, 0.086548, -0.269409, 0.837830
2.822017, -17.937500, -4.687500, -38.437500, 0.132324, -0.707520, 0.916016, 0.093506, -0.270813, 0.840271
2.844067, 30.437500, 35.750000, -54.687500, 0.134277, -0.650391, 0.985840, 0.091003, -0.267273, 0.847046
2.866072, 38.937500, 54.187500, -72.625000, -0.156250, -0.504883, 0.974121, 0.073120, -0.258667, 0.864441
2.888082, 17.937500, 39.625000, -71.000000, -0.195312, -0.475586, 0.853027, 0.067810, -0.258179, 0.870789
2.910100, 1.875000, 19.437500, -70.625000, -0.204102, -0.408691, 0.855469, 0.066223, -0.258118, 0.876099
2.932135, -16.125000, 4.875000, -66.687500, -0.179199, -0.494141, 0.850586, 0.068481, -0.260437, 0.879944
2.954149, -2.250000, 4.687500, -65.625000, -0.150879, -0.574219, 0.885742, 0.070251, -0.260986, 0.884094
2.976190, 26.937500, 9.062500, -65.250000, -0.154785, -0.528320, 0.872070, 0.069092, -0.257080, 0.889526
2.998222, 26.687500, 6.437500, -70.312500, -0.202637, -0.458496, 0.795410, 0.067871, -0.253052, 0.895081
3.020271, 10.562500, -0.875000, -63.437500, -0.158203, -0.523926, 0.785645, 0.069153, -0.251709, 0.899170
3.042268, 8.750000, -9.250000, -54.312500, -0.094727, -0.637207, 0.797363, 0.072510, -0.250977, 0.902222
3.064283, 18.187500, -9.125000, -43.187500, -0.071289, -0.604980, 0.813477, 0.074768, -0.248474, 0.905090
3.086287, -13.000000, -10.312500, -23.375000, -0.054688, -0.528320, 0.836914, 0.079346, -0.248352, 0.907532
3.108285, -30.062500, 0.562500, -9.312500, 0.051270, -0.722656, 0.983398, 0.082642, -0.254028, 0.906494
3.130337, -12.812500, 10.375000, 8.875000, -0.111816, -0.681641, 0.819336, 0.080994, -0.258850, 0.904968
3.152383, 17.562500, -3.625000, 7.375000, -0.253906, -0.441406, 0.844727, 0.077454, -0.256226, 0.905151
3.174390, -13.812500, -6.937500, 12.875000, -0.131836, -0.456543, 0.902344, 0.077332, -0.257690, 0.903809
3.196370, -21.625000, -3.187500, 9.625000, -0.011230, -0.554688, 0.965332, 0.078796, -0.260620, 0.902344
3.218413, 7.375000, -0.187500, 5.687500, -0.031738, -0.579102, 0.881836, 0.078308, -0.259888, 0.902283
3.240465, 24.250000, -2.937500, 5.250000, -0.014160, -0.418457, 0.890137, 0.076904, -0.254761, 0.903320
3.262543, 2.875000, -5.500000, 4.625000, 0.005371, -0.361328, 0.904785, 0.077148, -0.252258, 0.903625
3.284458, -36.187500, -3.625000, -1.812500, 0.029785, -0.579590, 0.867676, 0.082886, -0.259827, 0.901245
3.306475, -11.750000, -0.375000, -5.000000, 0.048340, -0.639648, 0.855469, 0.085022, -0.262329, 0.900818
3.328505, 15.312500, 2.125000, -1.312500, -0.039551, -0.563477, 0.824219, 0.083862, -0.260559, 0.901428
3.350536, 3.500000, 0.812500, -4.625000, -0.047852, -0.519531, 0.813965, 0.083496, -0.260254, 0.901794
3.372555, -6.125000, -0.250000, -1.250000, -0.012207, -0.553223, 0.831543, 0.084229, -0.261475, 0.901550
3.394580, 1.312500, 1.312500, 3.062500, -0.070312, -0.521484, 0.849121, 0.083252, -0.261536, 0.901367
3.416610, -2.437500, 2.875000, -1.250000, -0.112305, -0.475098, 0.825684, 0.081909, -0.262024, 0.901367
3.439443, -18.500000, 4.625000, -2.062500, -0.065918, -0.531738, 0.816406, 0.082031, -0.265503, 0.900635
3.461454, -10.000000, 8.937500, -4.562500, -0.009766, -0.617188, 0.853516, 0.081909, -0.268127, 0.900391
3.483484, 9.312500, 10.812500, -2.500000, -0.035156, -0.609375, 0.840820, 0.080017, -0.267944, 0.900879
